PMX Bone Weight
0.1177059,12.09919,-1.43372,-0.2458266,0.2818995,-0.9273965,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.03523736,12.10703,-1.433956,-0.5797601,0.07821894,-0.8109989,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.005394768,11.88982,-1.362194,-0.7488326,0.02725303,-0.6621601,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.09414008,11.8965,-1.552937,-0.3347881,0.1283609,-0.9334697,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.009024574,11.67286,-1.362524,-0.8227485,-0.02331614,-0.5678884,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1044822,11.66592,-1.549485,-0.3585925,-0.06369213,-0.9313028,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.02144409,11.45543,-1.372456,-0.7157811,-0.07061983,-0.6946929,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1233907,11.43736,-1.525085,-0.2332835,-0.1292764,-0.963744,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.02955252,11.23704,-1.35866,-0.5648671,-0.1499069,-0.8114261,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1372287,11.2132,-1.475049,-0.1313517,-0.2011475,-0.9707022,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.03299246,11.0184,-1.328912,-0.4044008,-0.2277291,-0.8857387,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1473139,10.99394,-1.407235,-0.06097598,-0.2628254,-0.9628895,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.0311273,10.80101,-1.28142,-0.2381054,-0.2898038,-0.9269692,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1542832,10.77898,-1.32348,-0.01538133,-0.3089694,-0.9509262,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.02804476,10.58402,-1.224928,-0.09109775,-0.308359,-0.9468673,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1576114,10.56742,-1.231137,0.01092563,-0.3154698,-0.948851,,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
