PMX Bone Weight
-3.578004E-08,17.73674,0.8116829,-0.2830787,0.2015111,0.9376885,ì™,éÒ,,,0.69,0.31,0,0,False,0,0,0,0,0,0,0,0,0
-0.207651,17.71486,0.7149638,-0.6300795,0.15989,0.7598913,ì™,éÒ,,,0.64,0.36,0,0,False,0,0,0,0,0,0,0,0,0
-0.3753843,17.60275,0.5365478,-0.9361683,0.1099661,0.3339106,ì™,éÒ,,,0.62,0.38,0,0,False,0,0,0,0,0,0,0,0,0
-0.4027555,17.42991,0.2108653,-0.9655108,-0.0366477,-0.2577709,éÒ,ì™,,,0.59,0.41,0,0,False,0,0,0,0,0,0,0,0,0
-3.715105E-08,17.30541,0.7795443,-0.1388565,0.4842591,0.8638356,éÒ,è„îºêgÇR,,,0.54,0.46,0,0,False,0,0,0,0,0,0,0,0,0
-0.2578947,17.2859,0.7102924,-0.4221459,0.5462523,0.7234649,éÒ,è„îºêgÇR,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
-1.116848E-09,17.5104,0.8203417,-0.2574502,0.2974018,0.9193865,éÒ,ì™,,,0.62,0.38,0,0,False,0,0,0,0,0,0,0,0,0
-0.2187249,17.49253,0.7095397,-0.5922689,0.3291093,0.7354621,éÒ,ì™,,,0.58,0.42,0,0,False,0,0,0,0,0,0,0,0,0
-1.320455,14.13679,-0.3132254,-0.9781508,-0.2018961,0.04958484,è„îºêgÇQ,è„îºêgÇR,,,0.65,0.35,0,0,False,0,0,0,0,0,0,0,0,0
-1.244746,13.75971,-0.3253,-0.9731472,-0.1984705,0.1165933,è„îºêgÇQ,è„îºêg,,,0.57,0.43,0,0,False,0,0,0,0,0,0,0,0,0
-1.233034,14.09942,0.08664639,-0.8705272,-0.3005144,0.3897096,è„îºêgÇQ,è„îºêgÇR,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
-1.129078,13.73832,-0.0002220273,-0.8309428,-0.2851946,0.4777008,è„îºêgÇQ,è„îºêg,,,0.82,0.18,0,0,False,0,0,0,0,0,0,0,0,0
-1.061866,14.07079,0.2798736,-0.5889828,-0.3677711,0.7196134,è„îºêgÇR,è„îºêgÇQ,,,0.55,0.45,0,0,False,0,0,0,0,0,0,0,0,0
-0.9674416,13.7291,0.1754377,-0.5278132,-0.3107727,0.790464,è„îºêgÇQ,è„îºêg,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
-0.8587014,14.03945,0.3457063,-0.3348728,-0.374016,0.8648539,è„îºêgÇR,è„îºêgÇQ,,,0.5,0.5,0,0,False,0,0,0,0,0,0,0,0,0
-0.7764875,13.71437,0.236441,-0.2853978,-0.3075897,0.9077096,è„îºêgÇQ,è„îºêg,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
-0.652905,14.03161,0.402813,-0.2479875,-0.3740062,0.8936563,è„îºêgÇQ,è„îºêgÇR,,,0.53,0.47,0,0,False,0,0,0,0,0,0,0,0,0
-0.6105753,13.71752,0.2989013,-0.2879437,-0.2911988,0.9123003,è„îºêgÇQ,è„îºêg,,,0.68,0.32,0,0,False,0,0,0,0,0,0,0,0,0
-0.4182831,13.71729,0.3241021,-0.1407736,-0.291631,0.9461152,è„îºêgÇQ,è„îºêg,,,0.62,0.38,0,0,False,0,0,0,0,0,0,0,0,0
-0.445579,14.02734,0.4544516,-0.05964926,-0.3460496,0.936318,è„îºêgÇQ,è„îºêgÇR,,,0.53,0.47,0,0,False,0,0,0,0,0,0,0,0,0
-0.238386,14.41138,0.5516331,0.1468778,-0.3100977,0.9392903,è„îºêgÇR,è„îºêgÇQ,,,0.9,0.1,0,0,False,0,0,0,0,0,0,0,0,0
-0.2281198,14.04713,0.4286029,0.1096845,-0.2730152,0.9557365,è„îºêgÇQ,è„îºêgÇR,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
-0.4652093,14.38881,0.5719104,0.01389896,-0.340253,0.9402311,è„îºêgÇR,è„îºêgÇQ,,,0.92,0.08000004,0,0,False,0,0,0,0,0,0,0,0,0
-0.6973189,14.39189,0.5476848,-0.202429,-0.3722188,0.9058011,è„îºêgÇR,è„îºêgÇQ,,,0.91,0.09000003,0,0,False,0,0,0,0,0,0,0,0,0
-0.9189315,14.421,0.4967768,-0.3429171,-0.4017056,0.849141,è„îºêgÇR,è„îºêgÇQ,,,0.88,0.12,0,0,False,0,0,0,0,0,0,0,0,0
-1.152343,14.51212,0.4088692,-0.6134577,-0.3842693,0.6899323,è„îºêgÇR,è„îºêgÇQ,,,0.84,0.16,0,0,False,0,0,0,0,0,0,0,0,0
-0.2139048,13.72179,0.338677,-0.01574081,-0.2450424,0.9693845,è„îºêgÇQ,è„îºêg,,,0.52,0.48,0,0,False,0,0,0,0,0,0,0,0,0
